"","Id","Age","Sex","Ethnicity","Body.Mass","Height","Cardiac.Output","Kidneys.mass","Kidneys.flow","Liver.mass","Liver.flow","Stomach.mass","Stomach.flow","Small.intestine.mass","Small.intestine.flow","Large.intestine.mass","Large.intestine.flow","Adipose.mass","Adipose.flow","Slowly.Perfused.mass","Slowly.Perfused.flow","Richly.Perfused.mass","Richly.Perfused.flow"
"1","29","47.7944037333069","Female","White",58.5256048519453,"160.692949570106","301.427979940784",0.365881800623355,64.1766492638981,1.43293907728454,21.2135951119808,0.132188618758052,3.03001241451633,0.626994390815063,38.5607184495193,0.41264731999274,14.8504858049457,26.1593612038275,25.1009108879901,26.6007328054829,65.0767753951275,2.18278486203043,69.4188326128058
"2","633","45.8238506470129","Female","White",65.2545637383481,"173.66151932724","330.107756474644",0.423988051604171,69.7493245000699,1.20199642453494,23.1234289940967,0.150394138383028,3.59087993109261,0.528849744366193,38.6229707204005,0.374626095107621,17.1837301302376,33.8323942698314,31.5250514567789,25.9101822900073,69.7608631354477,1.90229868901348,76.5515076065206
"3","1282","21.7933606937415","Female","White",56.9302731796014,"161.351734434072","348.194328350232",0.434583759579288,70.6397441157015,1.4010662325221,25.2656067989238,0.155511191204675,3.32444471956822,0.679435128950353,43.0370696559118,0.407680997122528,17.0972387923653,15.8030065069084,31.1311725774728,35.3405256817693,76.3913443443353,1.7045440803338,81.3077073459535
"4","992","27.9120819637376","Female","White",59.021342690119,"158.272572587726","338.774092216781",0.296674202780523,67.5695296057247,1.7958141955893,23.5499177754293,0.143085209194534,3.26983412513694,0.633968828362005,41.4733076444876,0.370047938339838,18.0445622090009,27.2781180399633,32.6191798490969,26.3554002333304,79.2807458822722,1.50559682853132,72.9670151256321
"5","1911","39.2462253750999","Female","White",59.0435422170853,"161.401365590802","327.640358827164",0.426998132077957,68.7560883258584,2.20659591209448,22.6403128750578,0.146341681249863,3.53259339128684,0.735658997699877,38.8534286755327,0.420426698523931,16.5949626212507,16.1405190570592,30.796806543766,35.6855038811042,71.6827071881638,2.08332806183695,74.7834592062476
"6","1764","36.8609822975196","Female","White",65.84449679748,"167.236950452441","339.123475001177",0.438365086313502,71.2163168968576,1.40629813473383,25.3280355611027,0.172975786983355,3.67218384112542,0.725044315974535,40.3088887831155,0.408481781097553,16.2196734031161,23.728344043234,30.0857132656562,36.5593606895312,76.2959341867095,1.84750185168259,75.9967290634937
"7","102","38.6408496134294","Female","White",59.5612309388283,"165.379960094452","326.845728244587",0.419232929536834,63.0967035598287,1.73862443036132,22.5613604473781,0.170166169237973,3.25065073846484,0.585334643635487,36.6889262342326,0.29567454545124,15.5966703945758,25.4155557671456,31.4058989388149,27.9379639173205,77.5349274704596,2.11626550555263,76.7105904608321
"8","1498","36.839206904053","Female","White",52.4090166906192,"156.991382473261","313.919754381241",0.2240646460333,60.8550725593819,1.84170358712438,22.0270216374617,0.167634474270861,3.17387541246028,0.511373160150346,38.9685042766945,0.358784317932102,16.8736299691091,22.2344369817655,30.4745792890571,24.4005724382149,68.0832566062145,2.06346332054813,73.4638146308622
"9","117","35.4966788261456","Female","White",62.3523391814267,"163.162499688174","338.775891818743",0.306363809319982,68.7036834797392,1.90195117423866,25.0024940012542,0.12459462626841,3.51259917128018,0.784391071683206,41.7971562849568,0.327777464760408,16.796622860919,30.0701384652144,31.4882700459617,26.321242011156,75.5482014918182,1.64452377071467,75.9268644828134
"10","17","28.117909020088","Female","White",54.117633231378,"154.39364807242","323.152208892962",0.373055663434271,64.5586481852397,1.64863997550551,25.8156428216006,0.146653162260277,3.28797667057828,0.561098721596638,38.3843022497751,0.381365467387255,16.6688728689051,13.085468981739,29.5514507602396,35.2607410047223,71.911589448774,1.84722146043564,72.9737258878494
"11","1124","42.6076962155929","Female","White",61.0091333163419,"160.337579735861","311.120753791916",0.337777234616099,61.6785347779415,1.63473526438904,23.2449046371508,0.128946139226388,3.24747988131175,0.596572985127474,38.4279264513204,0.360655262254006,15.1159180820913,15.4927867433582,29.3138567231213,39.6008393158434,68.7815727961433,1.94516272029838,71.3105604428362
"12","1387","45.7942557060893","Female","White",62.3836737809014,"171.811040021028","334.841322335196",0.327648709512571,69.8303362626332,1.47982416371057,21.8846288631884,0.150496275400223,3.37359329358061,0.573686430112491,42.0363097649854,0.444063591315023,17.77326367234,27.9062801770395,30.0429158217923,28.2041107138848,71.0313448461921,2.25816718609431,78.8689298104844
"13","1221","41.741300501206","Female","White",56.5978251661556,"163.545776198159","329.626076561104",0.393174155029025,73.1965487430954,2.17855986538412,23.6823523253567,0.149100391624789,3.61678647010854,0.614385672469275,38.1988377186254,0.363815112588618,16.4921228258531,18.2300751521132,30.1572797117002,31.4749730653782,71.8124050369924,2.29875631892781,72.4697437293724
"14","1725","24.757210678243","Female","White",55.4958388176426,"158.297386067189","338.843470064722",0.407831853120286,72.791634268625,1.65129188039783,23.7686875640555,0.118756249433012,3.45706148012673,0.771579680932389,38.9727945483465,0.435030455639811,17.5739685593008,14.0982267351986,31.9738680277285,34.78136013992,79.1879653986284,2.04710068445879,71.1174902179098
"15","229","28.7218062435899","Female","White",56.2864125488369,"158.165813747377","333.835429230557",0.423159769075937,65.6895823221835,2.06854025284098,25.0500300221795,0.16742005562729,3.69696014932819,0.756207505170432,39.3573238457604,0.399673052601747,16.5484757961431,22.0399558849222,32.1650914567716,27.5504223319837,76.8669041993308,1.90623018228458,74.4610614388603
"16","129","23.5674360697754","Female","White",57.2161067179466,"160.034909909089","340.636603616631",0.377170777841369,72.6889322268162,1.84664190669614,25.2807288284053,0.141106667385217,3.11827824858668,0.561709006312365,40.7724857825012,0.369348220376018,17.8202291641333,25.9890197921334,27.8097075943971,25.0428619720712,75.9815634094991,2.00101217432191,77.1646783622919
"17","835","39.9089943830391","Female","White",57.6669215257493,"160.152580419436","322.813545324215",0.315216662335746,63.1200605038666,1.40420594714222,22.3517955995934,0.14040348211826,3.38632414433391,0.614292051127629,39.6740937146661,0.430840119946667,16.6572289199853,22.5859999973071,31.8291462078837,28.8944302118437,68.7034627619801,1.85346706124863,77.0914334719056
"18","1397","24.1861951429785","Female","White",55.0272565839253,"157.985291251403","348.239500733212",0.323934946741848,67.6901091680587,1.91006115442457,24.1615663532881,0.124742877495275,3.48351620183819,0.713146317624066,44.138422520467,0.354907084789043,18.2148267429673,23.2916442645983,34.0634691708574,25.7707127649953,76.3392549074484,1.9399418979561,80.148335668287
"19","1771","39.075078964892","Female","White",57.1735272312778,"162.023543111385","325.377794017143",0.281061350036145,62.7184756558841,1.28255642175586,26.0320835514886,0.143922594477765,3.50738004385562,0.7792440429991,37.3955826505203,0.441104739252379,17.3689690423415,10.8641647690262,29.7096007869075,40.8579653771326,72.9035336775691,2.0154254842514,75.7421686085759
"20","316","42.4112675682797","Female","White",52.4039492953048,"157.504114987579","306.839088673267",0.434836112108496,62.9314312545319,1.89432157481676,22.1040865788062,0.154146499652384,3.02808702905649,0.706036989220282,35.9771981091734,0.344500497493545,15.4264648541805,20.9078648891753,29.650191201341,25.3626005999654,69.8068187251932,1.94700818734332,67.9148109209848
"21","1976","35.1179213590816","Female","White",60.7014933999655,"159.351724685299","333.482163035688",0.339848922756865,68.2520985614966,1.49897565248029,23.8215321005113,0.124165332897277,3.4393347626547,0.725868703906263,41.2141959494744,0.345230539625008,17.1379907143578,15.2655999620194,31.8642899757444,39.6638143946487,77.6382442260682,1.91401188745008,70.1144767453812
"22","297","25.5267814676306","Female","White",56.7025439606912,"154.497188099796","327.162276555421",0.357728779458217,66.7287501233932,2.14316256595459,24.6663943875353,0.129040111167088,3.46626673668514,0.640087407733273,40.1846029863986,0.348659003759145,16.932685059411,25.5560302995481,30.6191466067051,24.8550680804536,73.9853455480462,2.08470085375659,70.5790851072466
"23","1452","45.2490542336443","Female","White",58.2031583707723,"160.712824150557","313.051542269766",0.471525472644432,66.1575182476956,2.16730633967188,22.1511316945483,0.14174596684671,3.18672380924994,0.517015850664833,40.2937632247122,0.374990641950404,15.5846746071922,29.2369114980587,27.0313283931474,22.4266603104817,72.0203165511162,1.75334507529,66.6260857421038
"24","1738","29.9538994125331","Female","White",51.0406709502593,"150.301729953751","319.472070828044",0.324333770958252,63.7194025420821,1.25909624715888,22.4678248472065,0.152442844861872,3.11882480727529,0.661545371306072,39.040393151814,0.323687586946955,15.1241948012959,12.7733915064905,29.9347244895411,32.8126066762898,72.6027205326538,1.79499593230317,73.4639856561752
"25","1679","29.7292295587902","Female","White",52.8053010818186,"150.591142863828","315.583958060104",0.354108005165075,61.9483887763718,1.82296361351144,22.9489328940274,0.153226258680789,3.33888082853931,0.535685720784407,41.5516405406614,0.418565725566465,16.0317092911984,21.3523872490645,28.7999407089184,25.2924481299832,71.7485227438687,1.90079242741847,69.2159422765184
"26","1815","26.351965761576","Female","White",58.9308040787653,"167.25587404355","344.141789425439",0.484420055504235,67.6991069222543,1.72558045514682,24.0288246709396,0.131926703307634,3.73817204263357,0.58649845224456,42.4077630745619,0.343404717224299,18.5388990641271,22.7166230370802,33.3170974552863,29.8762352089506,75.8288174866225,2.1490321613981,78.5831087090138
"27","1042","47.6205394539817","Female","White",63.5535052374187,"167.428292999361","309.406165783353",0.379620281580112,64.680871776769,1.65001443298505,23.300249794456,0.154603000811829,3.13701809206418,0.571147080404985,38.4994018332,0.394367120302165,14.8955696175843,24.8782080315763,25.3563493174516,32.3429777252246,70.9496596084904,1.78662977507369,68.5870457433373
"28","1450","33.3190004458049","Female","White",54.3291930279781,"159.959907118169","330.229012165883",0.482127602867689,71.5903717090092,1.98767401522627,22.6713907296315,0.144987667990667,3.31326718385661,0.556526046487717,42.1115883845939,0.414759115333425,16.6149930929918,19.900100311741,27.1198632314598,27.6653123682923,76.8643375262058,1.9593834669624,69.9432003081339
